Biosample ID	Population code
SAME122940	CHS
SAME124295	PUR
SAME125057	PUR
SAME125282	CLM
SAME125287	CLM
SAME123673	PUR
SAME123485	CLM
SAME124053	CLM
SAME1839985	CLM
SAME123889	CLM
SAME124424	CLM
SAME124216	CLM
SAME124863	CLM
SAME124686	CLM
SAME124681	CLM
SAME1839707	PUR
SAME124798	PUR
SAME124619	PUR
SAME1839124	CLM
SAME124289	CLM
SAME1840038	PUR
SAME1839598	PUR
SAME123002	CLM
SAME125228	PUR
SAME122971	CLM
SAME122805	CLM
SAME1840207	PUR
SAME124945	IBS
SAME124940	IBS
SAME124770	IBS
SAME124773	IBS
SAME125226	KHV
SAME123456	KHV
SAME123459	IBS
SAME124564	PEL
SAME124347	PEL
SAME124351	PEL
SAME123972	CLM
SAME124140	CLM
SAME124133	CLM
SAME1839867	PUR
SAME124972	CLM
SAME125322	IBS
SAME125329	IBS
SAME125137	IBS
SAME122882	CLM
SAME123236	CLM
SAME124218	CDX
SAME124227	CDX
SAME124307	CDX
SAME123840	IBS
SAME123836	IBS
SAME124035	IBS
SAME123116	IBS
SAME1839665	IBS
SAME124638	IBS
SAME124633	IBS
SAME124426	IBS
SAME123286	IBS
SAME123293	IBS
SAME124655	IBS
SAME124658	IBS
SAME123625	IBS
SAME123630	IBS
SAME124988	IBS
SAME124812	IBS
SAME123555	KHV
SAME123750	KHV
SAME123748	KHV
SAME124303	CDX
SAME123552	KHV
SAME1839214	IBS
SAME123262	IBS
SAME123263	IBS
SAME124154	PEL
SAME123974	PEL
SAME1839349	ACB
SAME1839076	ACB
SAME123618	PEL
SAME123448	ACB
SAME123450	KHV
SAME123784	PEL
SAME123589	PEL
SAME123592	PEL
SAME124149	PEL
SAME1840105	PEL
SAME1840166	ACB
SAME124743	PEL
SAME125171	KHV
SAME125315	KHV
SAME1839803	KHV
SAME1839145	PEL
SAME124329	PEL
SAME124324	PEL
SAME1840349	ACB
SAME1839757	ACB
SAME123787	PEL
SAME122848	ACB
SAME122852	ACB
SAME123028	ACB
SAME123197	KHV
SAME123192	KHV
SAME123398	KHV
SAME124962	KHV
SAME124820	KHV
SAME124651	PEL
SAME1839064	ACB
SAME1840201	ACB
SAME123660	KHV
SAME124611	KHV
SAME1839613	PEL
SAME1839319	PEL
SAME1839134	PEL
SAME1839110	PEL
SAME1839545	ACB
SAME124146	KHV
SAME1839658	KHV
SAME123216	CDX
SAME125040	CDX
SAME1839584	IBS
SAME123375	KHV
SAME123102	KHV
SAME124913	KHV
SAME123478	KHV
SAME123476	KHV
SAME1839875	KHV
SAME1839383	IBS
SAME123521	IBS
SAME124791	CDX
SAME124208	CDX
SAME1839043	PEL
SAME1840404	ACB
SAME1840138	ACB
SAME1840309	PEL
SAME1840367	PEL
SAME1840096	ACB
SAME122914	PEL
SAME1839845	CDX
SAME1839415	CDX
SAME1839394	CDX
SAME1839320	ACB
SAME1839698	PJL
SAME1839272	ACB
SAME1839133	KHV
SAME1839943	PEL
SAME1839856	PEL
SAME1839684	PEL
SAME1839063	PEL
SAME1840269	CDX
SAME1840113	CDX
SAME1840247	CDX
SAME1840217	CDX
SAME1840033	CDX
SAME1840001	CDX
SAME1839656	ACB
SAME1839091	ACB
SAME1839744	ACB
SAME1839084	PJL
SAME1839149	PJL
SAME1839981	GWD
SAME1840287	PJL
SAME1840405	GWD
SAME1840327	KHV
SAME1839939	ACB
SAME1840061	ACB
SAME1839292	PJL
SAME1839355	PJL
SAME1839722	PJL
SAME1839866	PJL
SAME1839429	GWD
SAME1839404	GWD
SAME1839204	GWD
SAME1839597	PJL
SAME1839672	PJL
SAME1840031	GWD
SAME1839770	GWD
SAME1839577	GWD
SAME1840416	PJL
SAME1840081	GWD
SAME1840108	ESN
SAME1840260	ESN
SAME1840015	GWD
SAME1839924	BEB
SAME1839799	GWD
SAME1839330	GWD
SAME1840355	GWD
SAME1840178	GWD
SAME1839100	PJL
SAME1839169	PJL
SAME1840298	PJL
SAME1839445	GWD
SAME1839819	GWD
SAME1839428	GWD
SAME1839082	ESN
SAME1839289	PJL
SAME1839050	GWD
SAME1839029	MSL
SAME1839051	MSL
SAME1840310	MSL
SAME1840331	MSL
SAME1839118	ESN
SAME1839143	ESN
SAME1840407	ESN
SAME1839514	MSL
SAME1839830	ESN
SAME1839557	ESN
SAME1839937	ESN
SAME1839602	ESN
SAME1839647	GWD
SAME1839373	ESN
SAME1839687	MSL
SAME1839618	MSL
SAME1839469	MSL
SAME1839808	MSL
SAME1839196	PJL
SAME1840163	ESN
SAME1839881	ESN
SAME1839485	ESN
SAME1840409	MSL
SAME1839979	MSL
SAME1840195	ESN
SAME1839716	ESN
SAME1839636	MSL
SAME1839638	STU
SAME1839396	PJL
SAME1839382	STU
SAME1839473	STU
SAME1839248	STU
SAME1839317	PJL
SAME1839338	PJL
SAME1840337	STU
SAME1840375	STU
SAME1840029	PJL
SAME1839809	ITU
SAME1839719	PJL
SAME1839364	MSL
SAME1839171	BEB
SAME1839194	BEB
SAME1840248	BEB
SAME1839883	MSL
SAME1840227	ITU
SAME1839989	ITU
SAME1839212	BEB
SAME1839316	BEB
SAME1839527	BEB
SAME1839552	BEB
SAME1839419	BEB
SAME1840393	ITU
SAME1840005	STU
SAME1839898	STU
SAME1839195	STU
SAME1839314	STU
SAME1839089	STU
SAME1839172	STU
SAME1840301	STU
SAME1839450	BEB
SAME1840202	ITU
SAME1839748	ITU
SAME1839601	STU
SAME1839506	STU
SAME1839126	ITU
SAME1840399	BEB
SAME1840092	BEB
SAME1840378	STU
SAME1839775	STU
SAME1839847	ITU
SAME1839691	ITU
SAME1839042	BEB
SAME1839728	ITU
SAME1840054	ITU
SAME124762	CEU
SAME124930	CEU
SAME125336	CEU
SAME124548	CEU
SAME124547	CEU
SAME124755	CEU
SAME124757	CEU
SAME123211	CEU
SAME123415	CEU
SAME1839511	ITU
SAME1839325	ITU
SAME1839165	STU
SAME1839977	BEB
SAME1840012	BEB
SAME1839756	BEB
SAME125139	CEU
SAME124933	CEU
SAME124937	CEU
SAME125130	CEU
SAME122863	CEU
SAME123568	CEU
SAME124249	CEU
SAME123023	CEU
SAME123020	CEU
SAME125075	CEU
SAME123541	CEU
SAME123389	CEU
SAME124100	YRI
SAME123531	CEU
SAME125068	CEU
SAME125156	CEU
SAME125163	CEU
SAME124386	CEU
SAME124055	CEU
SAME123912	CEU
SAME124277	YRI
SAME123386	YRI
SAME125062	YRI
SAME124466	CEU
SAME124471	CEU
SAME124158	CEU
SAME123256	CEU
SAME124883	YRI
SAME124483	CHB
SAME124486	CHB
SAME124268	CHB
SAME123917	CHB
SAME123914	CHB
SAME123727	CHB
SAME124990	CHB
SAME124733	YRI
SAME124730	YRI
SAME123205	YRI
SAME123040	YRI
SAME123035	YRI
SAME124308	JPT
SAME125104	YRI
SAME123561	YRI
SAME123401	YRI
SAME123408	YRI
SAME124261	CHB
SAME124087	CHB
SAME124090	CHB
SAME123927	CHB
SAME123924	CHB
SAME123737	CHB
SAME123742	CHB
SAME123720	CHB
SAME125042	CHB
SAME124510	CHB
SAME125253	CHB
SAME124703	CHB
SAME124906	YRI
SAME124902	YRI
SAME125099	YRI
SAME124700	CHB
SAME122976	CHB
SAME124879	CHB
SAME125037	CHB
SAME123364	JPT
SAME123649	JPT
SAME123174	JPT
SAME123662	YRI
SAME124804	YRI
SAME124544	YRI
SAME124911	YRI
SAME125241	LWK
SAME124292	LWK
SAME125024	JPT
SAME123007	JPT
SAME124313	JPT
SAME124108	JPT
SAME124115	JPT
SAME123957	JPT
SAME123527	JPT
SAME123413	JPT
SAME124983	JPT
SAME124898	JPT
SAME124480	JPT
SAME123989	JPT
SAME123962	JPT
SAME123761	JPT
SAME123760	JPT
SAME123011	JPT
SAME122822	JPT
SAME122818	JPT
SAME124850	LWK
SAME124610	YRI
SAME124613	YRI
SAME124835	YRI
SAME124716	YRI
SAME123757	YRI
SAME125217	YRI
SAME125001	YRI
SAME123681	YRI
SAME125309	YRI
SAME122989	YRI
SAME122986	YRI
SAME124211	YRI
SAME124421	YRI
SAME123858	YRI
SAME125013	YRI
SAME125022	YRI
SAME125229	YRI
SAME124274	LWK
SAME124489	LWK
SAME124498	LWK
SAME124753	LWK
SAME124570	LWK
SAME123723	LWK
SAME123316	LWK
SAME122854	LWK
SAME125116	LWK
SAME122797	MXL
SAME122937	MXL
SAME122942	MXL
SAME124233	ASW
SAME123300	LWK
SAME123117	LWK
SAME123128	MXL
SAME124235	ASW
SAME124447	ASW
SAME124451	MXL
SAME123848	LWK
SAME122951	LWK
SAME122948	LWK
SAME124690	MXL
SAME124701	MXL
SAME124870	MXL
SAME124729	MXL
SAME123698	MXL
SAME123695	MXL
SAME123131	MXL
SAME122959	MXL
SAME123897	MXL
SAME124064	MXL
SAME125414	LWK
SAME125409	LWK
SAME123998	ASW
SAME124196	ASW
SAME124201	ASW
SAME124399	ASW
SAME125273	ASW
SAME125276	ASW
SAME124712	ASW
SAME123902	ASW
SAME124677	ASW
SAME125051	ASW
SAME124061	MXL
SAME123146	MXL
SAME123149	MXL
SAME124402	ASW
SAME124600	ASW
SAME124786	ASW
SAME124560	TSI
SAME124557	TSI
SAME124016	TSI
SAME123614	ASW
SAME124578	ASW
SAME124359	TSI
SAME124374	ASW
SAME124377	ASW
SAME124577	TSI
SAME123607	TSI
SAME123815	TSI
SAME123818	TSI
SAME125149	TSI
SAME122859	TSI
SAME122864	TSI
SAME124177	TSI
SAME125187	TSI
SAME123073	TSI
SAME123071	TSI
SAME123431	GIH
SAME124514	GIH
SAME125305	GIH
SAME123670	GIH
SAME123665	GIH
SAME124011	TSI
SAME124170	TSI
SAME124167	TSI
SAME125367	TSI
SAME122813	TSI
SAME125192	TSI
SAME124176	TSI
SAME124368	TSI
SAME124371	TSI
SAME122842	GIH
SAME123598	GIH
SAME123243	GIH
SAME123207	GIH
SAME124031	GIH
SAME124022	GIH
SAME123834	GIH
SAME123829	GIH
SAME123344	GIH
SAME122916	GIH
SAME122923	GIH
SAME123101	GIH
SAME123142	GIH
SAME123321	GIH
SAME124436	GIH
SAME124443	GIH
SAME124179	GIH
SAME124186	GIH
SAME123272	GBR
SAME125153	GBR
SAME1839246	FIN
SAME1839057	FIN
SAME124161	FIN
SAME124338	FIN
SAME124335	FIN
SAME123066	GBR
SAME124392	GBR
SAME124387	GBR
SAME123643	FIN
SAME123646	FIN
SAME124127	GBR
SAME124131	GBR
SAME123221	GBR
SAME123218	GBR
SAME123052	GBR
SAME123047	GBR
SAME123578	GBR
SAME123948	GBR
SAME125342	GBR
SAME125347	GBR
SAME122874	GBR
SAME122869	GBR
SAME123061	GBR
SAME123575	FIN
SAME123417	FIN
SAME123424	FIN
SAME124592	GBR
SAME123276	GBR
SAME123338	CHS
SAME123335	CHS
SAME124617	CHS
SAME123363	CHS
SAME123525	CHS
SAME123724	CHS
SAME124752	FIN
SAME123034	FIN
SAME123158	CHS
SAME1840026	CHS
SAME122810	CHS
SAME122811	CHS
SAME124912	CHS
SAME125381	CHS
SAME124344	CHS
SAME122857	CHS
SAME122856	PUR
SAME124453	CHS
SAME123530	CHS
SAME124831	CHS
SAME125126	FIN
SAME124539	FIN
SAME124542	FIN
SAME124748	FIN
SAME123991	FIN
SAME124922	FIN
SAME125264	FIN
SAME125120	FIN
SAME123791	FIN
SAME123981	FIN
SAME124953	CHS
SAME125269	CHS
SAME122934	CHS
SAME122929	CHS
SAME125399	PUR
SAME123966	CHS
SAME123233	CHS
SAME123813	CHS
SAME125196	CHS
SAME123081	CHS
SAME123080	CHS
SAME1840076	CHS
SAME123154	CHS
SAME123165	CHS
SAME1839151	CHS
SAME123710	PUR
SAME124866	PUR
SAME1840086	PUR
SAME123015	PUR
SAME125012	CHS
SAME1839713	CHS
SAME125368	PUR
SAME124834	PUR
SAME124727	CDX
SAME123167	CDX
SAME123001	CLM
SAME123004	CLM
SAME1839107	CLM
SAME1839176	PUR
SAME125063	PUR
SAME125058	PUR
SAME125281	CLM
SAME125286	CLM
SAME124298	PUR
SAME124237	PUR
SAME1840109	PUR
SAME124296	PUR
SAME123669	PUR
SAME123486	PUR
SAME1839432	PUR
SAME123776	PUR
SAME123672	PUR
SAME1839615	PUR
SAME124624	PUR
SAME124616	PUR
SAME124091	PUR
SAME1839581	PUR
SAME125392	PUR
SAME1839995	CLM
SAME123886	CLM
SAME1839731	CLM
SAME1839604	PUR
SAME1839703	PUR
SAME124971	CLM
SAME123237	CLM
SAME124862	CLM
SAME124865	CLM
SAME124683	CLM
SAME124682	CLM
SAME124944	IBS
SAME124939	IBS
SAME124771	IBS
SAME124774	IBS
SAME123973	CLM
SAME124139	CLM
SAME124136	CLM
SAME122883	CLM
SAME1839059	CLM
SAME124290	CLM
SAME123428	CLM
SAME125321	IBS
SAME125326	IBS
SAME1839873	PUR
SAME1839859	PJL
SAME125227	KHV
SAME123460	IBS
SAME123289	IBS
SAME123292	IBS
SAME124656	IBS
SAME124659	IBS
SAME125191	IBS
SAME124986	IBS
SAME124811	IBS
SAME1839671	IBS
SAME1839312	IBS
SAME124228	CDX
SAME124305	CDX
SAME124566	PEL
SAME124705	PEL
SAME124349	PEL
SAME123845	IBS
SAME123837	IBS
SAME124034	IBS
SAME1839223	IBS
SAME123261	IBS
SAME123266	IBS
SAME124634	IBS
SAME124629	IBS
SAME124921	IBS
SAME123461	IBS
SAME123624	IBS
SAME123629	IBS
SAME1840106	PEL
SAME1840175	ACB
SAME1840235	ACB
SAME123783	PEL
SAME123586	PEL
SAME123593	PEL
SAME124148	PEL
SAME1839768	ACB
SAME123239	PEL
SAME123790	PEL
SAME124533	PEL
SAME124326	PEL
SAME124325	PEL
SAME122849	ACB
SAME122846	ACB
SAME1840357	ACB
SAME124153	PEL
SAME123975	PEL
SAME123556	KHV
SAME125110	KHV
SAME123753	KHV
SAME123198	KHV
SAME123193	KHV
SAME123397	KHV
SAME124304	CDX
SAME124518	CDX
SAME122829	CDX
SAME125259	CDX
SAME123904	GBR
SAME123717	IBS
SAME123659	KHV
SAME124612	KHV
SAME1839616	ACB
SAME124790	CDX
SAME1840279	PEL
SAME1840396	ACB
SAME123451	KHV
SAME123374	KHV
SAME124908	KHV
SAME123106	KHV
SAME124950	KHV
SAME125168	KHV
SAME125335	KHV
SAME1839959	KHV
SAME123773	KHV
SAME1839549	ACB
SAME124162	KHV
SAME123479	KHV
SAME123477	KHV
SAME1839882	KHV
SAME124678	KHV
SAME1840155	PEL
SAME1840206	ACB
SAME124209	CDX
SAME1839347	PEL
SAME1839322	ACB
SAME1839139	PEL
SAME1839117	PEL
SAME1840314	PEL
SAME1839021	ACB
SAME1839164	ACB
SAME1840144	ACB
SAME1840198	ACB
SAME1839991	GWD
SAME1839948	PEL
SAME1839548	PEL
SAME1839525	ACB
SAME1840370	PEL
SAME1840168	ACB
SAME1839661	ACB
SAME1839440	ACB
SAME1839237	ACB
SAME124104	CDX
SAME1839367	IBS
SAME1839420	IBS
SAME1840045	CDX
SAME1840006	CDX
SAME1839776	CDX
SAME123308	CDX
SAME1840290	PJL
SAME1840385	GWD
SAME1840187	GWD
SAME1839431	GWD
SAME1839208	GWD
SAME1839704	PJL
SAME1839281	ACB
SAME1839138	KHV
SAME1839491	GWD
SAME1839358	PJL
SAME1839899	GWD
SAME1839582	GWD
SAME1840165	ACB
SAME1839917	ACB
SAME1839798	ACB
SAME1839870	ACB
SAME1839558	ACB
SAME1839541	PJL
SAME1839600	PJL
SAME1839774	GWD
SAME1840342	PJL
SAME1840084	GWD
SAME1839849	GWD
SAME1839747	GWD
SAME1839727	PJL
SAME1839869	PJL
SAME1839336	GWD
SAME1839125	GWD
SAME1840363	GWD
SAME1839088	PJL
SAME1840142	GWD
SAME1839987	GWD
SAME1840157	GWD
SAME1839267	GWD
SAME1839039	GWD
SAME1839157	PJL
SAME1840280	PJL
SAME1839085	ESN
SAME1839822	GWD
SAME1840130	MSL
SAME1840003	ESN
SAME1840041	ESN
SAME1839019	MSL
SAME1839047	MSL
SAME1840328	MSL
SAME1839507	MSL
SAME1839215	MSL
SAME1839324	MSL
SAME1840256	BEB
SAME1839952	PJL
SAME1839729	GWD
SAME1840241	ESN
SAME1840209	ESN
SAME1840024	ESN
SAME1839893	ESN
SAME1839821	ESN
SAME1839669	ESN
SAME1839699	ESN
SAME1839387	ESN
SAME1839112	ESN
SAME1839524	MSL
SAME1839182	MSL
SAME1840093	ESN
SAME1840194	ESN
SAME1839282	PJL
SAME1839786	MSL
SAME1839908	MSL
SAME1839877	ESN
SAME1840078	ESN
SAME1839736	MSL
SAME1839909	ESN
SAME1839933	ESN
SAME1839460	MSL
SAME1840243	ESN
SAME1840213	MSL
SAME1839911	MSL
SAME1839709	PJL
SAME1839738	PJL
SAME1839855	PJL
SAME1839586	PJL
SAME1839331	PJL
SAME1839055	STU
SAME1840321	STU
SAME1840335	STU
SAME1839678	MSL
SAME1839393	MSL
SAME1839264	PJL
SAME1840131	ESN
SAME1840372	STU
SAME1840145	STU
SAME1839878	MSL
SAME1839654	MSL
SAME1839245	MSL
SAME1839293	BEB
SAME1839633	STU
SAME1840215	BEB
SAME1839608	BEB
SAME1839411	BEB
SAME1839297	STU
SAME1839170	STU
SAME1840294	STU
SAME1839758	PJL
SAME1839807	ITU
SAME1839834	ITU
SAME1839265	STU
SAME1839080	STU
SAME1840170	ITU
SAME1840104	ITU
SAME1840200	ITU
SAME1840388	ITU
SAME1840413	ITU
SAME1840119	ITU
SAME1839449	BEB
SAME1839465	BEB
SAME1839356	BEB
SAME1839562	ITU
SAME1840224	ITU
SAME1839522	BEB
SAME1839205	BEB
SAME1839844	ITU
SAME1839572	ITU
SAME1839622	ITU
SAME1839466	STU
SAME1839746	ITU
SAME1839532	STU
SAME1839640	STU
SAME1839769	ITU
SAME1840252	STU
SAME1839945	ITU
SAME1840063	ITU
SAME1839103	BEB
SAME1840318	BEB
SAME1839499	STU
SAME1840353	BEB
SAME1840039	STU
SAME1839864	STU
SAME1839888	STU
SAME1840358	ITU
SAME1839927	ITU
SAME124763	CEU
SAME124760	CEU
SAME124936	CEU
SAME125162	CEU
SAME125152	CEU
SAME124932	CEU
SAME125131	CEU
SAME125128	CEU
SAME124554	CEU
SAME1839303	BEB
SAME1839178	BEB
SAME1839783	BEB
SAME1839452	ITU
SAME1839321	ITU
SAME1839339	ITU
SAME1840263	ITU
SAME1839108	BEB
SAME1840299	BEB
SAME1840400	BEB
SAME124551	CEU
SAME124758	CEU
SAME1839992	BEB
SAME124187	CEU
SAME123567	CEU
SAME123388	CEU
SAME123392	CEU
SAME123181	CEU
SAME124101	YRI
SAME125098	CEU
SAME123968	CEU
SAME125145	CEU
SAME123212	CEU
SAME123414	CEU
SAME125252	CEU
SAME125076	CEU
SAME125289	CEU
SAME123542	CEU
SAME124157	CEU
SAME124003	CEU
SAME123999	CEU
SAME123231	CEU
SAME124097	CEU
SAME125155	CEU
SAME125316	CEU
SAME123210	CEU
SAME123043	CEU
SAME122834	CEU
SAME123881	CEU
SAME124078	CEU
SAME123529	CEU
SAME124102	YRI
SAME125061	YRI
SAME125066	YRI
SAME124647	CEU
SAME124465	CEU
SAME124885	YRI
SAME124884	YRI
SAME124670	YRI
SAME124661	CHB
SAME123910	CHB
SAME124989	CHB
SAME124732	YRI
SAME124737	YRI
SAME125033	CHB
SAME124506	CHB
SAME124501	CHB
SAME124056	CHB
SAME124903	YRI
SAME124909	YRI
SAME125102	YRI
SAME123232	CHB
SAME124877	CHB
SAME125036	CHB
SAME124264	CHB
SAME124093	CHB
SAME123926	CHB
SAME123923	CHB
SAME123738	CHB
SAME123721	CHB
SAME124484	CHB
SAME124487	CHB
SAME124267	CHB
SAME124320	CHB
SAME122981	CHB
SAME122974	CHB
SAME123036	YRI
SAME123041	JPT
SAME124311	JPT
SAME125103	YRI
SAME123560	YRI
SAME123402	YRI
SAME123405	YRI
SAME125071	JPT
SAME125079	JPT
SAME124892	JPT
SAME123961	JPT
SAME123762	JPT
SAME123765	JPT
SAME124312	JPT
SAME124113	JPT
SAME123956	JPT
SAME124668	LWK
SAME125025	JPT
SAME123010	JPT
SAME122819	JPT
SAME124479	JPT
SAME124476	JPT
SAME124000	LWK
SAME124849	LWK
SAME124420	YRI
SAME124417	YRI
SAME123859	YRI
SAME123869	YRI
SAME124042	YRI
SAME124607	YRI
SAME125080	YRI
SAME123019	YRI
SAME123758	YRI
SAME124043	YRI
SAME122985	YRI
SAME122994	YRI
SAME125382	YRI
SAME123371	JPT
SAME123360	JPT
SAME123175	JPT
SAME123170	YRI
SAME125223	YRI
SAME125002	YRI
SAME123691	YRI
SAME124330	YRI
SAME125378	YRI
SAME123857	YRI
SAME123312	LWK
SAME123472	LWK
SAME123250	LWK
SAME123494	YRI
SAME123315	LWK
SAME125014	YRI
SAME125017	YRI
SAME125237	YRI
SAME123132	MXL
SAME122958	MXL
SAME122956	MXL
SAME122793	MXL
SAME124275	LWK
SAME124496	LWK
SAME124497	LWK
SAME123634	LWK
SAME124695	MXL
SAME124702	MXL
SAME124869	MXL
SAME124874	MXL
SAME124236	ASW
SAME124446	ASW
SAME124450	MXL
SAME123118	LWK
SAME123121	LWK
SAME123125	MXL
SAME122853	LWK
SAME124077	LWK
SAME125115	LWK
SAME125092	LWK
SAME122946	LWK
SAME125415	LWK
SAME125410	LWK
SAME123297	LWK
SAME123299	LWK
SAME123855	LWK
SAME123851	LWK
SAME122947	LWK
SAME122789	MXL
SAME122941	MXL
SAME124776	ASW
SAME124381	ASW
SAME123601	ASW
SAME125304	ASW
SAME124060	MXL
SAME123147	MXL
SAME123150	MXL
SAME123327	MXL
SAME123707	MXL
SAME123894	MXL
SAME123899	MXL
SAME124067	MXL
SAME124432	ASW
SAME125275	ASW
SAME124713	ASW
SAME124293	ASW
SAME125031	ASW
SAME125049	ASW
SAME122886	ASW
SAME124583	ASW
SAME124580	ASW
SAME123803	ASW
SAME123996	ASW
SAME124199	ASW
SAME124400	ASW
SAME123504	MXL
SAME123501	MXL
SAME124403	ASW
SAME124599	ASW
SAME125188	TSI
SAME125183	TSI
SAME123075	TSI
SAME123070	TSI
SAME123430	GIH
SAME124784	ASW
SAME124360	TSI
SAME124354	TSI
SAME124175	TSI
SAME124365	TSI
SAME124372	TSI
SAME124576	TSI
SAME124012	TSI
SAME124169	TSI
SAME124166	TSI
SAME123822	TSI
SAME125366	TSI
SAME125363	TSI
SAME125150	TSI
SAME122861	TSI
SAME124563	TSI
SAME124556	TSI
SAME124573	TSI
SAME123609	TSI
SAME123244	GIH
SAME123944	GIH
SAME124030	GIH
SAME124027	GIH
SAME123830	GIH
SAME125205	GIH
SAME122921	GIH
SAME123777	GIH
SAME123100	GIH
SAME123143	GIH
SAME123801	GIH
SAME123600	GIH
SAME123599	GIH
SAME123883	GIH
SAME125258	GIH
SAME123671	GIH
SAME123666	GIH
SAME124442	GIH
SAME124180	GIH
SAME124183	GIH
SAME123320	GIH
SAME123318	GIH
SAME124439	GIH
SAME123267	GBR
SAME125154	GBR
SAME124965	FIN
SAME123644	FIN
SAME123647	FIN
SAME124128	GBR
SAME122870	GBR
SAME122867	GBR
SAME123064	GBR
SAME124124	GBR
SAME123217	GBR
SAME123227	GBR
SAME123053	GBR
SAME123065	GBR
SAME124393	GBR
SAME124388	GBR
SAME124591	GBR
SAME123574	FIN
SAME123418	FIN
SAME123421	FIN
SAME122833	FIN
SAME124588	GBR
SAME124958	FIN
SAME123949	GBR
SAME125341	GBR
SAME125346	GBR
SAME123048	GBR
SAME123581	GBR
SAME124334	FIN
SAME124248	CHS
SAME124455	CHS
SAME125048	CHS
SAME123528	CHS
SAME124832	CHS
SAME124356	CHS
SAME124348	CHS
SAME124352	CHS
SAME123969	PUR
SAME123880	CHS
SAME123113	CHS
SAME125278	CHS
SAME123498	CHS
SAME123339	CHS
SAME123032	FIN
SAME123160	CHS
SAME123155	CHS
SAME1839734	CHS
SAME122809	CHS
SAME122806	CHS
SAME124543	FIN
SAME124534	FIN
SAME124747	FIN
SAME124751	FIN
SAME123990	FIN
SAME124919	FIN
SAME125124	FIN
SAME123796	FIN
SAME123792	FIN
SAME123340	CHS
SAME122931	CHS
SAME122930	CHS
SAME123114	CHS
SAME125396	PUR
SAME1840080	CHS
SAME123683	CHS
SAME123693	CHS
SAME124722	CHS
SAME125011	CHS
SAME125008	CHS
SAME123086	CHS
SAME1839060	CHS
SAME123711	CHS
SAME123254	CHS
SAME123257	CHS
SAME123812	CHS
SAME123368	PUR
SAME1839759	PUR
SAME122825	PUR
SAME125416	PUR
SAME123547	CDX
SAME123009	PUR
SAME125397	PUR
SAME125197	CHS
SAME125064	PUR
SAME125067	PUR
SAME125285	CLM
SAME125280	CLM
SAME124321	PUR
SAME124878	PUR
SAME123651	PUR
SAME124297	PUR
SAME1839361	PUR
SAME122926	PUR
SAME123679	PUR
SAME124857	CLM
SAME124864	CLM
SAME124684	CLM
SAME124679	CLM
SAME122814	CLM
SAME124046	CLM
SAME123003	CLM
SAME1839113	CLM
SAME123103	PUR
SAME123487	PUR
SAME1840203	CLM
SAME123887	CLM
SAME123876	CLM
SAME124423	CLM
SAME1840020	PUR
SAME1839791	PUR
SAME124625	PUR
SAME124620	PUR
SAME125141	IBS
SAME124007	CLM
SAME124346	PEL
SAME1839895	PJL
SAME124135	CLM
SAME124143	CLM
SAME124943	IBS
SAME1839612	PUR
SAME1839256	CLM
SAME124966	CLM
SAME124283	CLM
SAME1840222	PUR
SAME1839950	PUR
SAME1839026	CLM
SAME123427	CLM
SAME123537	CLM
SAME124765	IBS
SAME125324	IBS
SAME125325	IBS
SAME1839066	CLM
SAME125266	CLM
SAME124291	CLM
SAME124948	IBS
SAME124775	IBS
SAME1840382	CLM
SAME123229	IBS
SAME123083	IBS
SAME125181	IBS
SAME124810	IBS
SAME1839673	IBS
SAME123569	KHV
SAME123453	IBS
SAME123462	IBS
SAME123623	IBS
SAME123628	IBS
SAME123846	IBS
SAME1839313	IBS
SAME124219	CDX
SAME124306	CDX
SAME123288	IBS
SAME123285	IBS
SAME124660	IBS
SAME124635	IBS
SAME124630	IBS
SAME124428	IBS
SAME124715	IBS
SAME123265	IBS
SAME124301	CDX
SAME124517	CDX
SAME124522	CDX
SAME123841	IBS
SAME123199	KHV
SAME123194	KHV
SAME123396	KHV
SAME1839037	ACB
SAME124152	PEL
SAME124145	PEL
SAME123976	PEL
SAME123978	ACB
SAME1839193	ACB
SAME122847	ACB
SAME123027	PEL
SAME124532	PEL
SAME124327	PEL
SAME124322	PEL
SAME124383	PEL
SAME123240	PEL
SAME123789	PEL
SAME123786	PEL
SAME123587	PEL
SAME123590	PEL
SAME1840403	ACB
SAME123445	KHV
SAME1840111	PEL
SAME1840089	ACB
SAME123553	KHV
SAME123548	KHV
SAME123752	KHV
SAME123749	KHV
SAME125035	CDX
SAME125038	CDX
SAME1839813	IBS
SAME123716	IBS
SAME1839862	KHV
SAME1839624	ACB
SAME1839403	CDX
SAME1839388	KHV
SAME123107	KHV
SAME123098	KHV
SAME124826	KHV
SAME125182	KHV
SAME124021	KHV
SAME1839964	KHV
SAME123772	KHV
SAME1839555	KHV
SAME1839531	ACB
SAME124675	KHV
SAME123875	PEL
SAME124044	KHV
SAME123480	KHV
SAME1839889	KHV
SAME1839370	IBS
SAME1839423	IBS
SAME1839481	IBS
SAME124793	CDX
SAME1839801	ACB
SAME1839876	ACB
SAME1839564	ACB
SAME124278	PEL
SAME1839529	ACB
SAME1839666	ACB
SAME1839354	PEL
SAME1839326	ACB
SAME1840319	PEL
SAME1839027	ACB
SAME1840352	ACB
SAME1839993	GWD
SAME1840276	CDX
SAME1840391	CDX
SAME1840258	CDX
SAME1840228	CDX
SAME1840011	CDX
SAME1840085	CDX
SAME1839784	CDX
